source,condition,architecture,prompt_level,conversation_id,topic,n_turns,rate_A_task_help_advice,rate_B_social_continuation,rate_C_phatic_bonding,rate_D_grounding_backchannel,rate_E_personal_stance_experience,rate_G_repair_clarification,rate_H_assistant_explanation,ADI,social_rate,topic_health,reciprocity,TSI_proxy,CAS,cas_turns
LLM,C1-P0,C1,P0,C1-P0/4166,Care Of The Elderly,19,0.2631578947368421,0.5789473684210527,0.15789473684210525,0.0,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.3157894736842105,1.0526315789473684,0.6842105263157895,0.8333333333333334,85.6140350877193,0.0773794993406404,18
LLM,C1-P0,C1,P0,C1-P0/4168,Music,37,0.02702702702702703,0.5945945945945946,0.2702702702702703,0.0,0.1891891891891892,0.02702702702702703,0.0,0.02702702702702703,1.0810810810810811,0.7837837837837838,0.8157894736842105,93.47795163584638,0.11713396039319175,36
LLM,C1-P0,C1,P0,C1-P0/4171,Job Benefits,16,0.0625,0.5625,0.0,0.0,0.25,0.0,0.0625,0.125,0.8125,1.0,0.875,87.8125,0.07503655341711014,15
LLM,C1-P0,C1,P0,C1-P0/4177,News Media,18,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.0,0.2222222222222222,0.05555555555555555,0.3888888888888889,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.8888888888888888,66.66666666666667,0.08988710431385234,17
LLM,C1-P0,C1,P0,C1-P0/4312,Music,31,0.03225806451612903,0.8387096774193549,0.3225806451612903,0.0,0.3225806451612903,0.0,0.0,0.03225806451612903,1.4838709677419355,0.6774193548387096,0.6875,89.71774193548387,0.07303870860362058,30
LLM,C1-P0,C1,P0,C1-P0/4316,Crime,15,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.6666666666666666,0.7333333333333333,0.8035714285714286,80.07142857142857,0.09236998373270065,14
LLM,C1-P0,C1,P0,C1-P0/4319,Job Benefits,18,0.0,0.4444444444444444,0.05555555555555555,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.8333333333333333,0.4444444444444444,1.0,85.83333333333333,0.11775051459273535,17
LLM,C1-P0,C1,P0,C1-P0/4320,Crime,18,0.05555555555555555,0.6666666666666666,0.05555555555555555,0.0,0.7222222222222222,0.0,0.1111111111111111,0.16666666666666666,1.4444444444444444,0.6666666666666666,1.0,92.5,0.1250057935247259,17
LLM,C1-P0,C1,P0,C1-P0/4321,Trial By Jury,27,0.07407407407407407,0.5185185185185185,0.07407407407407407,0.0,0.07407407407407407,0.0,0.07407407407407407,0.14814814814814814,0.6666666666666666,0.8518518518518519,0.36813186813186816,70.51078551078551,0.07355725375982715,26
LLM,C1-P0,C1,P0,C1-P0/4325,Child Care,21,0.09523809523809523,0.6190476190476191,0.19047619047619047,0.0,0.23809523809523808,0.0,0.047619047619047616,0.14285714285714285,1.0476190476190477,-0.14285714285714285,0.8454545454545455,81.9090909090909,-0.038124766924889114,20
LLM,C1-P0,C1,P0,C1-P0/4327,Trial By Jury,14,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.0,0.14285714285714285,0.0,0.2857142857142857,0.3571428571428571,0.5714285714285714,0.7142857142857143,1.0,73.21428571428571,0.03606662737674066,13
LLM,C1-P0,C1,P0,C1-P0/4329,Recycling,18,0.05555555555555555,0.6111111111111112,0.1111111111111111,0.0,0.4444444444444444,0.0,0.05555555555555555,0.1111111111111111,1.1666666666666667,0.4444444444444444,1.0,91.66666666666666,0.07052349495988232,17
LLM,C1-P0,C1,P0,C1-P0/4330,Drug Testing,18,0.0,0.8888888888888888,0.2777777777777778,0.0,0.5555555555555556,0.0,0.0,0.0,1.722222222222222,1.0,1.0,100.0,0.1728313238966518,17
LLM,C1-P0,C1,P0,C1-P0/4333,Taxes,17,0.058823529411764705,0.5882352941176471,0.11764705882352941,0.0,0.4117647058823529,0.0,0.29411764705882354,0.35294117647058826,1.1176470588235294,0.8823529411764706,0.9722222222222222,89.44444444444444,0.09894228571751772,16
LLM,C1-P0,C1,P0,C1-P0/4336,Crime,14,0.07142857142857142,0.7142857142857143,0.07142857142857142,0.0,0.35714285714285715,0.0,0.0,0.07142857142857142,1.1428571428571428,0.7142857142857143,1.0,95.35714285714288,0.08576668781517496,13
LLM,C1-P0,C1,P0,C1-P0/4339,Buying A Car,21,0.047619047619047616,0.6666666666666666,0.47619047619047616,0.0,0.3333333333333333,0.0,0.047619047619047616,0.09523809523809523,1.476190476190476,0.3333333333333333,0.9727272727272727,90.4069264069264,0.06464213115176509,20
LLM,C1-P0,C1,P0,C1-P0/4340,Crime,22,0.13636363636363635,0.6818181818181818,0.09090909090909091,0.0,0.2727272727272727,0.0,0.0,0.13636363636363635,1.0454545454545454,0.45454545454545453,0.9090909090909091,89.31818181818181,0.05954825030728822,21
LLM,C1-P0,C1,P0,C1-P0/4341,Capital Punishment,21,0.09523809523809523,0.7619047619047619,0.0,0.0,0.42857142857142855,0.047619047619047616,0.0,0.09523809523809523,1.2380952380952381,0.8095238095238095,0.9272727272727272,94.25974025974025,0.11879599565560013,20
LLM,C1-P0,C1,P0,C1-P0/4345,News Media,19,0.05263157894736842,0.631578947368421,0.05263157894736842,0.0,0.5263157894736842,0.0,0.10526315789473684,0.15789473684210525,1.2105263157894735,0.7894736842105263,0.9222222222222222,92.39181286549707,0.05007717826060372,18
LLM,C1-P0,C1,P0,C1-P0/4353,Family Finance,15,0.0,0.4,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.7857142857142857,71.04761904761905,0.051084273391237216,14
LLM,C1-P0,C1,P0,C1-P0/4356,Buying A Car,33,0.030303030303030304,0.5454545454545454,0.09090909090909091,0.0,0.3939393939393939,0.030303030303030304,0.18181818181818182,0.21212121212121213,1.0606060606060606,0.6363636363636364,0.9779411764705882,90.61942959001783,0.048254460994141275,32
LLM,C1-P0,C1,P0,C1-P0/4358,Recycling,22,0.045454545454545456,0.5454545454545454,0.13636363636363635,0.0,0.18181818181818182,0.0,0.09090909090909091,0.13636363636363635,0.8636363636363635,0.18181818181818182,0.7272727272727273,78.18181818181819,0.033062957267319414,21
LLM,C1-P0,C1,P0,C1-P0/4360,Social Change,14,0.0,0.6428571428571429,0.0,0.0,0.5,0.0,0.0,0.0,1.1428571428571428,0.8571428571428571,0.8571428571428571,95.71428571428571,0.026300866382056778,13
LLM,C1-P0,C1,P0,C1-P0/4362,Public Education,15,0.06666666666666667,0.7333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.06666666666666667,0.0,0.06666666666666667,1.2666666666666666,-0.2,0.9642857142857143,85.61904761904762,0.03824898291944614,14
LLM,C1-P0,C1,P0,C1-P0/4372,Taxes,16,0.0,0.5,0.0625,0.0,0.0625,0.0,0.125,0.125,0.625,0.375,0.25,62.5,0.03932765746870272,15
LLM,C1-P0,C1,P0,C1-P0/4379,Family Finance,14,0.21428571428571427,0.6428571428571429,0.0,0.0,0.21428571428571427,0.0,0.0,0.21428571428571427,0.8571428571428572,1.0,0.8571428571428571,86.78571428571429,0.0380105903700961,13
LLM,C1-P0,C1,P0,C1-P0/4382,Air Pollution,12,0.0,0.5833333333333334,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,1.0833333333333333,0.6666666666666666,0.8333333333333334,93.33333333333333,0.15501479228460108,11
LLM,C1-P0,C1,P0,C1-P0/4611,News Media,16,0.0625,0.5,0.125,0.0,0.1875,0.0,0.125,0.1875,0.8125,0.75,1.0,86.25,0.12587613204731948,15
LLM,C1-P0,C1,P0,C1-P0/4617,Trial By Jury,20,0.05,0.7,0.05,0.0,0.35,0.15,0.0,0.05,1.25,0.5,1.0,93.75,0.05003729432135509,19
LLM,C1-P0,C1,P0,C1-P0/4619,Care Of The Elderly,20,0.1,0.5,0.15,0.0,0.2,0.0,0.2,0.30000000000000004,0.8500000000000001,0.3,0.3999999999999999,68.24999999999999,0.048488017011598133,19
LLM,C1-P0,C1,P0,C1-P0/4628,Job Benefits,16,0.0,0.5625,0.0,0.0,0.25,0.0,0.125,0.125,0.8125,0.5,0.75,80.31250000000001,0.07431773380406692,15
LLM,C1-P0,C1,P0,C1-P0/4646,Care Of The Elderly,23,0.30434782608695654,0.391304347826087,0.08695652173913043,0.0,0.043478260869565216,0.0,0.13043478260869565,0.4347826086956522,0.5217391304347826,0.391304347826087,0.946969696969697,65.24374176548089,0.04562353762704421,22
LLM,C1-P0,C1,P0,C1-P0/4688,Family Finance,15,0.06666666666666667,0.6,0.13333333333333333,0.0,0.4,0.0,0.06666666666666667,0.13333333333333333,1.1333333333333333,0.6,0.4107142857142857,80.88095238095238,0.05564871297657182,14
LLM,C1-P0,C1,P0,C1-P0/4877,Child Care,20,0.0,0.7,0.05,0.0,0.25,0.05,0.1,0.1,1.05,0.8,1.0,95.5,0.05426451543054627,19
LLM,C2-P0,C2,P0,C2-P0/2095,Weather Climate,32,0.03125,0.28125,0.0625,0.0,0.1875,0.0,0.0625,0.09375,0.53125,0.5,0.875,73.75,0.45468717491583166,31
LLM,C2-P0,C2,P0,C2-P0/2451,Soviet Union,32,0.125,0.0625,0.0,0.0,0.28125,0.0,0.78125,0.90625,0.34375,0.875,0.875,50.625,0.4203911821028509,31
LLM,C2-P0,C2,P0,C2-P0/3389,Football,32,0.0625,0.21875,0.125,0.0,0.1875,0.4375,0.09375,0.15625,0.96875,0.5625,0.8125,86.875,0.5750750675047663,31
LLM,C2-P0,C2,P0,C2-P0/3902,Care Of The Elderly,32,0.3125,0.59375,0.28125,0.0,0.46875,0.0,0.25,0.5625,1.34375,0.875,0.5,74.6875,0.18530989354115296,31
LLM,C2-P0,C2,P0,C2-P0/4036,Trial By Jury,32,0.28125,0.15625,0.0,0.0,0.28125,0.0,0.71875,1.0,0.4375,0.75,0.9375,51.5625,0.44483481890143256,31
LLM,C2-P0,C2,P0,C2-P0/4048,Drug Testing,32,0.25,0.15625,0.03125,0.0,0.375,0.0,0.59375,0.84375,0.5625,0.75,0.9375,59.84374999999999,0.4829657005572609,31
LLM,C2-P0,C2,P0,C2-P0/4060,Job Benefits,32,0.125,0.21875,0.0,0.0,0.28125,0.0,0.6875,0.8125,0.5,0.6875,0.9375,57.8125,0.4184760717362437,31
LLM,C2-P0,C2,P0,C2-P0/4082,News Media,32,0.375,0.03125,0.0,0.0,0.3125,0.0,0.75,1.0,0.34375,0.8125,0.5625,41.40625,0.4287733518072098,31
LLM,C2-P0,C2,P0,C2-P0/4096,Recycling,32,0.65625,0.6875,0.0,0.0,0.84375,0.0,0.15625,0.8125,1.53125,0.625,0.8125,72.1875,0.43027616437342897,31
LLM,C2-P0,C2,P0,C2-P0/4103,Family Finance,32,0.0625,0.25,0.03125,0.0,0.125,0.0,0.21875,0.28125,0.40625,0.875,0.6875,64.68750000000001,0.20045724597422912,31
LLM,C2-P0,C2,P0,C2-P0/4104,Family Finance,32,0.09375,0.28125,0.09375,0.0,0.15625,0.0,0.09375,0.1875,0.53125,0.875,0.75,72.65625,0.2626108587708414,31
LLM,C2-P0,C2,P0,C2-P0/4108,Care Of The Elderly,32,0.25,0.03125,0.125,0.0,0.09375,0.0,0.6875,0.9375,0.25,0.6875,0.8125,43.43749999999999,0.5718914770959118,31
LLM,C2-P0,C2,P0,C2-P0/4109,Job Benefits,32,0.0625,0.25,0.0,0.0,0.5,0.0,0.65625,0.71875,0.75,0.875,0.875,69.53125,0.38384226492424467,31
LLM,C2-P0,C2,P0,C2-P0/4133,Capital Punishment,32,0.28125,0.15625,0.0,0.0,0.5,0.0,0.625,0.90625,0.65625,0.75,0.9375,61.5625,0.4744557638413712,31
LLM,C2-P0,C2,P0,C2-P0/4148,Trial By Jury,32,0.46875,0.125,0.09375,0.0,0.375,0.0,0.75,1.0,0.59375,0.875,1.0,59.53124999999999,0.5095998840871915,31
LLM,C2-P0,C2,P0,C2-P0/4152,Trial By Jury,32,0.15625,0.0625,0.0,0.0,0.15625,0.0,0.21875,0.375,0.21875,0.875,1.0,62.03125000000001,0.4881545508312979,31
LLM,C2-P0,C2,P0,C2-P0/4166,Care Of The Elderly,32,0.40625,0.1875,0.0625,0.0,0.1875,0.0,0.59375,1.0,0.4375,0.875,0.875,51.5625,0.28285904820265084,31
LLM,C2-P0,C2,P0,C2-P0/4168,Music,32,0.03125,0.8125,0.34375,0.0,0.34375,0.0,0.0,0.03125,1.5,0.8125,0.75,92.34375,0.23536770948981545,31
LLM,C2-P0,C2,P0,C2-P0/4171,Job Benefits,32,0.0,0.1875,0.0,0.0,0.25,0.0,0.1875,0.1875,0.4375,0.875,0.875,71.875,0.30443729929172364,31
LLM,C2-P0,C2,P0,C2-P0/4177,News Media,32,0.125,0.125,0.03125,0.0,0.28125,0.0,0.5625,0.6875,0.4375,0.625,0.875,56.875,0.5004280320466756,31
LLM,C2-P0,C2,P0,C2-P0/4312,Music,32,0.0,0.875,0.5625,0.0,0.65625,0.0,0.0,0.0,2.09375,0.8125,1.0,98.125,0.34868557195682576,31
LLM,C2-P0,C2,P0,C2-P0/4316,Crime,32,0.15625,0.125,0.0,0.0,0.1875,0.0,0.65625,0.8125,0.3125,0.6875,0.8125,48.75000000000001,0.4287645256990618,31
LLM,C2-P0,C2,P0,C2-P0/4319,Job Benefits,32,0.0,0.4375,0.03125,0.0,0.46875,0.0,0.125,0.125,0.9375,0.875,0.6875,87.1875,0.4847008299704987,31
LLM,C2-P0,C2,P0,C2-P0/4320,Crime,32,0.03125,0.34375,0.0,0.0,0.3125,0.0,0.125,0.15625,0.65625,0.5,1.0,79.0625,0.5391723268203736,31
LLM,C2-P0,C2,P0,C2-P0/4321,Trial By Jury,32,0.5,0.03125,0.0,0.0,0.25,0.0,0.8125,1.0,0.28125,0.875,0.9375,47.34375,0.511621211127075,31
LLM,C2-P0,C2,P0,C2-P0/4325,Child Care,32,0.78125,0.15625,0.375,0.0,0.09375,0.0,0.78125,1.0,0.625,0.875,0.4375,49.375,0.27718208192458904,31
LLM,C2-P0,C2,P0,C2-P0/4327,Trial By Jury,32,0.15625,0.25,0.0,0.0,0.21875,0.0,0.09375,0.25,0.46875,0.875,1.0,73.90625,0.40873014118702594,31
LLM,C2-P0,C2,P0,C2-P0/4329,Recycling,32,0.28125,0.09375,0.0,0.0,0.53125,0.0,0.65625,0.9375,0.625,0.8125,0.6875,55.31250000000001,0.46416357046072676,31
LLM,C2-P0,C2,P0,C2-P0/4330,Drug Testing,32,0.28125,0.09375,0.25,0.0,0.03125,0.0,0.40625,0.6875,0.375,0.8125,0.9375,57.8125,0.5220287327444049,31
LLM,C2-P0,C2,P0,C2-P0/4333,Taxes,32,0.03125,0.09375,0.03125,0.0,0.375,0.0,0.59375,0.625,0.5,0.8125,0.8125,61.25000000000001,0.4351509639830071,31
LLM,C2-P0,C2,P0,C2-P0/4336,Crime,32,0.03125,0.15625,0.0,0.0,0.1875,0.0,0.28125,0.3125,0.34375,0.625,0.9375,64.21875,0.5062742876170699,31
LLM,C2-P0,C2,P0,C2-P0/4339,Buying A Car,32,0.03125,0.40625,0.0,0.0,0.34375,0.0,0.0625,0.09375,0.75,0.6875,0.875,83.28125,0.4371323054226357,31
LLM,C2-P0,C2,P0,C2-P0/4340,Crime,32,0.21875,0.15625,0.03125,0.0,0.09375,0.0,0.71875,0.9375,0.28125,0.75,0.9375,47.65625,0.47623348917618114,31
LLM,C2-P0,C2,P0,C2-P0/4341,Capital Punishment,32,0.46875,0.03125,0.0,0.0,0.21875,0.0,0.84375,1.0,0.25,0.8125,0.875,44.37500000000001,0.49932284389956727,31
LLM,C2-P0,C2,P0,C2-P0/4345,News Media,32,0.3125,0.0625,0.0,0.0,0.3125,0.0,0.5,0.8125,0.375,0.75,0.8125,51.5625,0.5772133248619089,31
LLM,C2-P0,C2,P0,C2-P0/4353,Family Finance,32,0.21875,0.1875,0.0,0.0,0.09375,0.0,0.34375,0.5625,0.28125,0.875,0.625,52.03124999999999,0.28892629490865446,31
LLM,C2-P0,C2,P0,C2-P0/4356,Buying A Car,32,0.21875,0.5,0.03125,0.0,0.53125,0.1875,0.4375,0.65625,1.25,0.875,0.75,77.34375,0.24314001707286878,31
LLM,C2-P0,C2,P0,C2-P0/4358,Recycling,32,0.34375,0.28125,0.0,0.0,0.4375,0.0,0.25,0.59375,0.71875,0.8125,0.75,68.4375,0.41081053924821226,31
LLM,C2-P0,C2,P0,C2-P0/4360,Social Change,32,0.0625,0.3125,0.03125,0.0,0.28125,0.0,0.09375,0.15625,0.625,0.875,0.9375,80.46875,0.34778864451842695,31
LLM,C2-P0,C2,P0,C2-P0/4362,Public Education,32,0.03125,0.0625,0.0,0.0,0.0625,0.0,0.5625,0.59375,0.125,0.875,0.9375,52.03124999999999,0.43487814483186743,31
LLM,C2-P0,C2,P0,C2-P0/4372,Taxes,32,0.0,0.1875,0.0625,0.0,0.34375,0.0,0.40625,0.40625,0.59375,0.5625,0.75,66.25,0.5030788864320103,31
LLM,C2-P0,C2,P0,C2-P0/4379,Family Finance,32,0.21875,0.46875,0.09375,0.0,0.375,0.0,0.28125,0.5,0.9375,0.875,0.1875,67.8125,0.17170688308492607,31
LLM,C2-P0,C2,P0,C2-P0/4382,Air Pollution,32,0.09375,0.125,0.0,0.0,0.0625,0.0,0.15625,0.25,0.1875,0.5625,0.9375,59.68750000000001,0.48268155006297636,31
LLM,C2-P0,C2,P0,C2-P0/4611,News Media,32,0.34375,0.125,0.3125,0.0,0.53125,0.03125,0.8125,1.0,1.0,0.8125,0.9375,71.875,0.4057119187848759,31
LLM,C2-P0,C2,P0,C2-P0/4617,Trial By Jury,32,0.0625,0.125,0.0625,0.0,0.0625,0.0,0.28125,0.34375,0.25,0.8125,0.9375,62.03125000000001,0.4557983557085101,31
LLM,C2-P0,C2,P0,C2-P0/4619,Care Of The Elderly,32,0.3125,0.3125,0.15625,0.0,0.28125,0.0,0.375,0.6875,0.75,0.875,0.5,62.81249999999999,0.1377401281346144,31
LLM,C2-P0,C2,P0,C2-P0/4628,Job Benefits,32,0.40625,0.09375,0.3125,0.0,0.6875,0.0625,0.84375,1.0,1.15625,0.875,0.8125,70.0,0.467911886500186,31
LLM,C2-P0,C2,P0,C2-P0/4646,Care Of The Elderly,32,0.5625,0.25,0.0625,0.0,0.15625,0.0,0.46875,1.0,0.46875,0.875,0.625,47.65625,0.1967054071443741,31
LLM,C2-P0,C2,P0,C2-P0/4688,Family Finance,32,0.28125,0.46875,0.34375,0.0,0.375,0.03125,0.1875,0.46875,1.21875,0.875,0.1875,70.78125,0.17307247111670038,31
LLM,C2-P0,C2,P0,C2-P0/4877,Child Care,32,0.0625,0.46875,0.46875,0.0,0.15625,0.0,0.125,0.1875,1.09375,0.875,0.5,84.0625,0.17658180880157684,31
LLM,C3-P0,C3,P0,C3-P0/2095,Weather Climate,32,0.0,0.34375,0.03125,0.0,0.09375,0.0,0.0,0.0,0.46875,0.1875,0.5625,64.53125,0.06337819442340974,31
LLM,C3-P0,C3,P0,C3-P0/2451,Soviet Union,32,0.0625,0.1875,0.03125,0.0,0.09375,0.0,0.28125,0.34375,0.3125,0.5,0.875,59.84375000000001,0.28132590404837016,31
LLM,C3-P0,C3,P0,C3-P0/3389,Football,32,0.0625,0.46875,0.09375,0.0,0.3125,0.03125,0.09375,0.15625,0.90625,0.5625,0.8125,84.6875,0.25419648815997786,31
LLM,C3-P0,C3,P0,C3-P0/3902,Care Of The Elderly,32,0.15625,0.21875,0.0,0.0,0.0625,0.0,0.09375,0.25,0.28125,0.125,0.6875,53.59374999999999,0.12120558635615639,31
LLM,C3-P0,C3,P0,C3-P0/4036,Trial By Jury,32,0.0,0.09375,0.03125,0.0,0.03125,0.0,0.5,0.5,0.15625,0.875,0.9375,55.46875,0.2329148901922981,31
LLM,C3-P0,C3,P0,C3-P0/4048,Drug Testing,32,0.15625,0.25,0.0,0.0,0.25,0.03125,0.4375,0.59375,0.53125,0.8125,0.875,64.375,0.41657399378304677,31
LLM,C3-P0,C3,P0,C3-P0/4060,Job Benefits,32,0.0625,0.375,0.0,0.0,0.40625,0.0,0.28125,0.34375,0.78125,0.875,0.5,72.5,0.258397766123606,31
LLM,C3-P0,C3,P0,C3-P0/4082,News Media,32,0.03125,0.28125,0.125,0.0,0.375,0.03125,0.25,0.28125,0.8125,0.125,0.875,75.15625,0.14540072730256703,31
LLM,C3-P0,C3,P0,C3-P0/4096,Recycling,32,0.0,0.1875,0.03125,0.0,0.09375,0.0,0.0,0.0,0.3125,0.1875,0.875,65.3125,0.3428613106568502,31
LLM,C3-P0,C3,P0,C3-P0/4103,Family Finance,32,0.09375,0.25,0.0,0.0,0.03125,0.0,0.0625,0.15625,0.28125,0.0625,0.875,59.06250000000001,0.08122764671268125,31
LLM,C3-P0,C3,P0,C3-P0/4104,Family Finance,32,0.03125,0.25,0.03125,0.0,0.0625,0.0,0.0,0.03125,0.34375,0.5,0.875,68.75,0.12453724786665385,31
LLM,C3-P0,C3,P0,C3-P0/4108,Care Of The Elderly,32,0.09375,0.09375,0.03125,0.0,0.03125,0.0,0.1875,0.28125,0.15625,-0.375,0.875,47.18750000000001,0.5565286594875387,31
LLM,C3-P0,C3,P0,C3-P0/4109,Job Benefits,32,0.03125,0.15625,0.0,0.0,0.15625,0.0,0.15625,0.1875,0.3125,0.8125,0.9375,68.125,0.1981073853031888,31
LLM,C3-P0,C3,P0,C3-P0/4133,Capital Punishment,32,0.3125,0.15625,0.0,0.0,0.09375,0.0,0.625,0.9375,0.25,0.875,0.875,46.56250000000001,0.3357546075726837,31
LLM,C3-P0,C3,P0,C3-P0/4148,Trial By Jury,32,0.0625,0.03125,0.0,0.0,0.03125,0.0,0.4375,0.5,0.0625,0.875,1.0,53.43750000000001,0.2931860431413494,31
LLM,C3-P0,C3,P0,C3-P0/4152,Trial By Jury,32,0.0625,0.1875,0.0,0.0,0.125,0.0,0.34375,0.40625,0.3125,0.5,0.9375,59.53125,0.5534925823051767,31
LLM,C3-P0,C3,P0,C3-P0/4166,Care Of The Elderly,32,0.0625,0.25,0.03125,0.0,0.03125,0.03125,0.09375,0.15625,0.34375,0.1875,0.75,60.00000000000001,0.20705918235388693,31
LLM,C3-P0,C3,P0,C3-P0/4168,Music,32,0.0,0.90625,0.0,0.0,0.53125,0.0,0.0,0.0,1.4375,0.875,0.9375,97.5,0.3043776759647375,31
LLM,C3-P0,C3,P0,C3-P0/4171,Job Benefits,32,0.0,0.375,0.09375,0.0,0.3125,0.0,0.34375,0.34375,0.78125,0.6875,0.8125,76.875,0.22914122702442594,31
LLM,C3-P0,C3,P0,C3-P0/4177,News Media,32,0.03125,0.25,0.03125,0.0,0.1875,0.0,0.1875,0.21875,0.46875,0.625,1.0,72.1875,0.23840238573941988,31
LLM,C3-P0,C3,P0,C3-P0/4312,Music,32,0.0,0.5,0.15625,0.0,0.125,0.03125,0.0,0.0,0.8125,0.0625,0.9375,82.8125,0.07987145218002312,31
LLM,C3-P0,C3,P0,C3-P0/4316,Crime,32,0.0,0.375,0.0625,0.0,0.15625,0.0,0.03125,0.03125,0.59375,0.625,1.0,81.25,0.13670517899505344,31
LLM,C3-P0,C3,P0,C3-P0/4319,Job Benefits,32,0.03125,0.3125,0.0,0.0,0.1875,0.0,0.0,0.03125,0.5,0.0625,0.875,69.84375,0.5060650747616985,31
