current_act,sd,b,sv,%,aa,ba,qy,x,ny,fc,qw,nn,bk,h,fo,bh,^q,bf,na,ad,^2,qo,qh,^h,ng,br,fp,qrr,arp,t3,oo,aap,bd,t1,^g,fa,ft,ar,no
qw,0.6058091286,0.0267404334,0.0567081604,0.0654679576,0.0036883356,0.0050714615,0.0889810973,0.0096818811,0.0046104195,0.0009220839,0.0308898110,0.0009220839,0.0032272937,0.0096818811,0.0069156293,0.0004610420,0.0009220839,0.0013831259,0.0004610420,0.0055325035,0.0013831259,0.0041493776,0.0018441678,0.0272014753,0.0004610420,0.0106039650,0.0000000000,0.0055325035,0.0073766713,0.0000000000,0.0009220839,0.0000000000,0.0000000000,0.0018441678,0.0004610420,0.0004610420,0.0000000000,0.0009220839,0.0087597971
nn,0.6220130340,0.0369297610,0.0441708907,0.0434467777,0.0028964518,0.0094134685,0.0463432295,0.0086893555,0.0021723389,0.0007241130,0.0043446778,0.1281679942,0.0195510500,0.0007241130,0.0007241130,0.0050687907,0.0000000000,0.0014482259,0.0000000000,0.0014482259,0.0000000000,0.0007241130,0.0014482259,0.0014482259,0.0130340333,0.0000000000,0.0000000000,0.0014482259,0.0000000000,0.0007241130,0.0000000000,0.0000000000,0.0007241130,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0021723389
bk,0.5030534351,0.0931297710,0.0648854962,0.0931297710,0.0015267176,0.0160305344,0.0679389313,0.0114503817,0.0053435115,0.0053435115,0.0244274809,0.0045801527,0.0442748092,0.0038167939,0.0038167939,0.0015267176,0.0000000000,0.0137404580,0.0045801527,0.0106870229,0.0007633588,0.0122137405,0.0007633588,0.0022900763,0.0007633588,0.0007633588,0.0000000000,0.0000000000,0.0015267176,0.0000000000,0.0007633588,0.0000000000,0.0007633588,0.0015267176,0.0000000000,0.0000000000,0.0015267176,0.0015267176,0.0015267176
h,0.3926332288,0.0815047022,0.2578369906,0.1050156740,0.0195924765,0.0054858934,0.0376175549,0.0141065831,0.0007836991,0.0015673981,0.0250783699,0.0000000000,0.0000000000,0.0235109718,0.0062695925,0.0023510972,0.0007836991,0.0023510972,0.0000000000,0.0039184953,0.0000000000,0.0039184953,0.0047021944,0.0047021944,0.0000000000,0.0007836991,0.0000000000,0.0000000000,0.0000000000,0.0007836991,0.0015673981,0.0007836991,0.0007836991,0.0000000000,0.0007836991,0.0000000000,0.0000000000,0.0007836991,0.0000000000
fo,0.3079922027,0.1526965562,0.1130604288,0.0493827160,0.0331384016,0.0162443145,0.0825211176,0.0168940871,0.0077972710,0.0097465887,0.0597790773,0.0019493177,0.0038986355,0.0025990903,0.0415854451,0.0019493177,0.0006497726,0.0038986355,0.0025990903,0.0259909032,0.0058479532,0.0266406758,0.0038986355,0.0077972710,0.0006497726,0.0032488629,0.0071474984,0.0000000000,0.0006497726,0.0006497726,0.0019493177,0.0000000000,0.0019493177,0.0000000000,0.0000000000,0.0019493177,0.0025990903,0.0006497726,0.0000000000
bh,0.3499061914,0.0281425891,0.0487804878,0.0562851782,0.0131332083,0.0196998124,0.0262664165,0.0121951220,0.3639774859,0.0009380863,0.0159474672,0.0178236398,0.0037523452,0.0037523452,0.0028142589,0.0037523452,0.0000000000,0.0028142589,0.0150093809,0.0009380863,0.0000000000,0.0046904315,0.0018761726,0.0009380863,0.0009380863,0.0000000000,0.0000000000,0.0000000000,0.0009380863,0.0000000000,0.0009380863,0.0000000000,0.0000000000,0.0009380863,0.0000000000,0.0000000000,0.0000000000,0.0009380863,0.0018761726
^q,0.1996197719,0.2271863118,0.0855513308,0.0475285171,0.0513307985,0.0190114068,0.0152091255,0.0351711027,0.0009505703,0.0000000000,0.0066539924,0.0009505703,0.0009505703,0.0028517110,0.0057034221,0.0000000000,0.2823193916,0.0019011407,0.0000000000,0.0019011407,0.0038022814,0.0000000000,0.0085551331,0.0000000000,0.0000000000,0.0009505703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009505703,0.0000000000,0.0000000000,0.0009505703,0.0000000000
bf,0.1921317475,0.0878316560,0.0603842635,0.0777676121,0.4318389753,0.0027447392,0.0210430009,0.0109789570,0.0137236962,0.0000000000,0.0054894785,0.0036596523,0.0045745654,0.0009149131,0.0045745654,0.0000000000,0.0018298262,0.0375114364,0.0018298262,0.0009149131,0.0045745654,0.0027447392,0.0036596523,0.0009149131,0.0009149131,0.0027447392,0.0000000000,0.0018298262,0.0027447392,0.0000000000,0.0000000000,0.0045745654,0.0000000000,0.0000000000,0.0036596523,0.0000000000,0.0000000000,0.0100640439,0.0018298262
na,0.3520179372,0.1636771300,0.0650224215,0.0515695067,0.0067264574,0.0291479821,0.0605381166,0.0246636771,0.0751121076,0.0022421525,0.0100896861,0.0033632287,0.0560538117,0.0033632287,0.0044843049,0.0235426009,0.0033632287,0.0022421525,0.0347533632,0.0067264574,0.0011210762,0.0033632287,0.0011210762,0.0044843049,0.0000000000,0.0011210762,0.0000000000,0.0011210762,0.0011210762,0.0000000000,0.0000000000,0.0011210762,0.0000000000,0.0011210762,0.0011210762,0.0022421525,0.0011210762,0.0011210762,0.0000000000
ad,0.2250608273,0.1313868613,0.0948905109,0.0510948905,0.2116788321,0.0085158151,0.0401459854,0.0279805353,0.0000000000,0.0097323601,0.0255474453,0.0012165450,0.0024330900,0.0060827251,0.0036496350,0.0024330900,0.0024330900,0.0024330900,0.0000000000,0.0900243309,0.0024330900,0.0036496350,0.0085158151,0.0048661800,0.0000000000,0.0024330900,0.0012165450,0.0000000000,0.0012165450,0.0060827251,0.0085158151,0.0012165450,0.0024330900,0.0000000000,0.0000000000,0.0060827251,0.0012165450,0.0133819951,0.0000000000
^2,0.3357933579,0.1008610086,0.1881918819,0.0885608856,0.1955719557,0.0073800738,0.0159901599,0.0036900369,0.0098400984,0.0000000000,0.0024600246,0.0000000000,0.0012300123,0.0012300123,0.0036900369,0.0000000000,0.0036900369,0.0061500615,0.0012300123,0.0000000000,0.0123001230,0.0000000000,0.0049200492,0.0000000000,0.0024600246,0.0024600246,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0024600246,0.0000000000,0.0000000000,0.0024600246,0.0000000000,0.0000000000,0.0073800738,0.0000000000
qo,0.4215976331,0.0488165680,0.1538461538,0.0784023669,0.0133136095,0.0000000000,0.1124260355,0.0029585799,0.0118343195,0.0000000000,0.0310650888,0.0029585799,0.0014792899,0.0059171598,0.0088757396,0.0000000000,0.0000000000,0.0014792899,0.0014792899,0.0014792899,0.0000000000,0.0177514793,0.0014792899,0.0488165680,0.0000000000,0.0073964497,0.0000000000,0.0014792899,0.0192307692,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0059171598
qh,0.1755725191,0.2274809160,0.1755725191,0.0793893130,0.1160305344,0.0106870229,0.0198473282,0.0320610687,0.0106870229,0.0015267176,0.0091603053,0.0091603053,0.0000000000,0.0106870229,0.0091603053,0.0030534351,0.0061068702,0.0045801527,0.0000000000,0.0015267176,0.0061068702,0.0000000000,0.0793893130,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0030534351,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015267176,0.0000000000,0.0000000000,0.0015267176,0.0061068702
^h,0.5000000000,0.0347222222,0.0625000000,0.0729166667,0.0034722222,0.0104166667,0.0729166667,0.0190972222,0.0121527778,0.0000000000,0.0399305556,0.0052083333,0.0017361111,0.0034722222,0.0052083333,0.0052083333,0.0017361111,0.0034722222,0.0121527778,0.0017361111,0.0017361111,0.0052083333,0.0034722222,0.0763888889,0.0138888889,0.0000000000,0.0000000000,0.0000000000,0.0017361111,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0225694444,0.0000000000,0.0000000000,0.0000000000,0.0017361111,0.0052083333
ng,0.4639498433,0.1755485893,0.0470219436,0.0470219436,0.0062695925,0.0031347962,0.0532915361,0.0282131661,0.0000000000,0.0000000000,0.0156739812,0.0532915361,0.0564263323,0.0031347962,0.0031347962,0.0125391850,0.0000000000,0.0000000000,0.0000000000,0.0031347962,0.0062695925,0.0000000000,0.0031347962,0.0000000000,0.0156739812,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0031347962,0.0000000000,0.0000000000
br,0.3159609121,0.0228013029,0.0977198697,0.0325732899,0.0879478827,0.0000000000,0.1856677524,0.0065146580,0.1042345277,0.0000000000,0.0618892508,0.0228013029,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0097719870,0.0162866450,0.0032573290,0.0032573290,0.0065146580,0.0000000000,0.0000000000,0.0032573290,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0032573290,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0065146580,0.0000000000,0.0032573290,0.0065146580
fp,0.1205357143,0.0669642857,0.0133928571,0.0223214286,0.0000000000,0.0178571429,0.0580357143,0.0000000000,0.0044642857,0.0044642857,0.0446428571,0.0000000000,0.0089285714,0.0000000000,0.0089285714,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0089285714,0.0000000000,0.0089285714,0.0000000000,0.0044642857,0.0000000000,0.0044642857,0.5937500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0044642857,0.0044642857,0.0000000000,0.0000000000
qrr,0.3130434783,0.0565217391,0.0565217391,0.0956521739,0.0000000000,0.0000000000,0.0608695652,0.0086956522,0.0826086957,0.0000000000,0.0260869565,0.1695652174,0.0000000000,0.0086956522,0.0043478261,0.0000000000,0.0043478261,0.0000000000,0.0434782609,0.0043478261,0.0000000000,0.0000000000,0.0000000000,0.0043478261,0.0086956522,0.0086956522,0.0000000000,0.0086956522,0.0086956522,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0260869565
arp,0.3688888889,0.1866666667,0.1111111111,0.0755555556,0.0177777778,0.0311111111,0.0177777778,0.0133333333,0.0044444444,0.0000000000,0.0000000000,0.0000000000,0.0800000000,0.0000000000,0.0000000000,0.0266666667,0.0000000000,0.0044444444,0.0000000000,0.0000000000,0.0000000000,0.0088888889,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0044444444,0.0355555556,0.0000000000,0.0044444444,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0044444444,0.0044444444
t3,0.3103448276,0.0431034483,0.0517241379,0.0689655172,0.0000000000,0.0000000000,0.0172413793,0.0258620690,0.0000000000,0.0000000000,0.0258620690,0.0000000000,0.0000000000,0.0172413793,0.0000000000,0.0086206897,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0086206897,0.0000000000,0.0000000000,0.0086206897,0.0000000000,0.0000000000,0.3879310345,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0258620690,0.0000000000,0.0000000000,0.0000000000
oo,0.2333333333,0.1500000000,0.0583333333,0.0333333333,0.1666666667,0.0166666667,0.0750000000,0.0500000000,0.0000000000,0.0000000000,0.0500000000,0.0000000000,0.0083333333,0.0166666667,0.0083333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0250000000,0.0000000000,0.0000000000,0.0166666667,0.0083333333,0.0000000000,0.0083333333,0.0000000000,0.0000000000,0.0000000000,0.0166666667,0.0333333333,0.0000000000,0.0083333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0166666667,0.0000000000
aap,0.3364485981,0.1121495327,0.2523364486,0.0747663551,0.0560747664,0.0093457944,0.0280373832,0.0000000000,0.0093457944,0.0000000000,0.0000000000,0.0000000000,0.0093457944,0.0093457944,0.0093457944,0.0093457944,0.0000000000,0.0000000000,0.0000000000,0.0186915888,0.0093457944,0.0093457944,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0467289720,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
bd,0.3457943925,0.0934579439,0.1308411215,0.0841121495,0.0186915888,0.0000000000,0.0373831776,0.0280373832,0.0000000000,0.0280373832,0.0093457944,0.0000000000,0.0093457944,0.0000000000,0.0093457944,0.0000000000,0.0000000000,0.0186915888,0.0000000000,0.0186915888,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0093457944,0.0000000000,0.0000000000,0.1308411215,0.0000000000,0.0000000000,0.0093457944,0.0000000000,0.0186915888,0.0000000000
t1,0.4528301887,0.0566037736,0.0849056604,0.1132075472,0.0094339623,0.0094339623,0.0377358491,0.0283018868,0.0000000000,0.0000000000,0.0188679245,0.0000000000,0.0094339623,0.0094339623,0.0094339623,0.0000000000,0.0000000000,0.0094339623,0.0000000000,0.0000000000,0.0000000000,0.0188679245,0.0094339623,0.0566037736,0.0000000000,0.0094339623,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0471698113,0.0000000000,0.0094339623,0.0000000000,0.0000000000,0.0000000000
^g,0.1914893617,0.0425531915,0.0212765957,0.0212765957,0.0212765957,0.0000000000,0.0212765957,0.0319148936,0.3723404255,0.0000000000,0.0106382979,0.0212765957,0.0106382979,0.0000000000,0.0212765957,0.0000000000,0.0106382979,0.0000000000,0.1595744681,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0212765957,0.0106382979,0.0000000000,0.0000000000,0.0106382979,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
fa,0.3037974684,0.0759493671,0.0506329114,0.0253164557,0.0253164557,0.0126582278,0.0126582278,0.0253164557,0.0000000000,0.0379746835,0.0126582278,0.0126582278,0.0253164557,0.0000000000,0.0126582278,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0506329114,0.0000000000,0.0126582278,0.0000000000,0.0000000000,0.0000000000,0.0126582278,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2784810127,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0126582278
ft,0.1898734177,0.0126582278,0.0506329114,0.0126582278,0.0126582278,0.0000000000,0.0000000000,0.0379746835,0.0000000000,0.4683544304,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0632911392,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0126582278,0.0000000000,0.0000000000,0.0759493671,0.0000000000,0.0000000000,0.0126582278,0.0506329114,0.0000000000,0.0000000000
ar,0.4325842697,0.0393258427,0.1741573034,0.0702247191,0.0112359551,0.0112359551,0.0280898876,0.0084269663,0.0028089888,0.0000000000,0.0084269663,0.0028089888,0.0028089888,0.0084269663,0.0028089888,0.0084269663,0.0000000000,0.0028089888,0.0000000000,0.0140449438,0.0028089888,0.0000000000,0.0000000000,0.0084269663,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0028089888,0.0112359551,0.0028089888,0.0000000000,0.0056179775,0.0000000000,0.1376404494,0.0000000000
no,0.4020270270,0.1216216216,0.1486486486,0.0810810811,0.0067567568,0.0033783784,0.0608108108,0.0202702703,0.0101351351,0.0033783784,0.0067567568,0.0067567568,0.0168918919,0.0067567568,0.0000000000,0.0101351351,0.0000000000,0.0000000000,0.0067567568,0.0101351351,0.0000000000,0.0033783784,0.0067567568,0.0033783784,0.0067567568,0.0000000000,0.0000000000,0.0067567568,0.0067567568,0.0000000000,0.0000000000,0.0033783784,0.0000000000,0.0000000000,0.0000000000,0.0033783784,0.0000000000,0.0000000000,0.0371621622
